order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,delivery_days,profit_margin,order_year,order_month,quarter
ES-2011-4815184,2011-06-14,2011-06-18,Standard Class,Randy Bradley,Consumer,England,United Kingdom,EU,North,TEC-PH-10004823,Technology,Phones,"Nokia Smart Phone, Full Size",636.0,1,0.0,273.48,82.75,High,4,43.00000000000001,2011,June,2
ES-2011-3398154,2011-06-14,2011-06-18,Standard Class,Eugene Moren,Home Office,England,United Kingdom,EU,North,OFF-ST-10001554,Office Supplies,Storage,"Tenex File Cart, Industrial",241.0,2,0.1,24.114,47.1,High,4,10.005809128630707,2011,June,2
IZ-2011-7760,2011-06-14,2011-06-21,Standard Class,Sally Hughsby,Corporate,Baghdad,Iraq,EMEA,EMEA,TEC-CAN-10004166,Technology,Copiers,"Canon Personal Copier, Color",288.0,2,0.0,14.4,39.92,Medium,7,5.0,2011,June,2
US-2011-141334,2011-06-14,2011-06-16,Second Class,Greg Hansen,Consumer,Colón,Panama,LATAM,Central,FUR-CH-10001343,Furniture,Chairs,"SAFCO Swivel Stool, Set of Two",340.0,5,0.4,-39.72,39.73,High,2,-11.68235294117647,2011,June,2
TU-2011-3440,2011-06-14,2011-06-19,Standard Class,Kristen Hastings,Corporate,Istanbul,Turkey,EMEA,EMEA,TEC-BEL-10003875,Technology,Accessories,"Belkin Memory Card, Programmable",93.0,2,0.6,-69.792,19.29,High,5,-75.04516129032258,2011,June,2
ID-2011-75232,2011-06-14,2011-06-19,Standard Class,Peter Fuller,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-CH-10004009,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two",206.0,2,0.25,-5.52,17.22,Medium,5,-2.679611650485437,2011,June,2
ES-2011-1418466,2011-06-14,2011-06-18,Second Class,Scot Wooten,Consumer,Bavaria,Germany,EU,Central,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",220.0,4,0.0,39.48,15.86,High,4,17.945454545454545,2011,June,2
CM-2011-4100,2011-06-14,2011-06-17,Second Class,Alyssa Crouse,Corporate,Ouest,Cameroon,Africa,Africa,TEC-APP-10004464,Technology,Phones,"Apple Signal Booster, VoIP",137.0,1,0.0,13.65,14.62,High,3,9.963503649635037,2011,June,2
US-2011-141334,2011-06-14,2011-06-16,Second Class,Greg Hansen,Consumer,Colón,Panama,LATAM,Central,OFF-BI-10004042,Office Supplies,Binders,"Cardinal Binding Machine, Recycled",60.0,3,0.4,1.956,13.47,High,2,3.26,2011,June,2
NI-2011-7530,2011-06-14,2011-06-17,Second Class,Carol Darley,Consumer,Lagos,Nigeria,Africa,Africa,OFF-KIT-10001245,Office Supplies,Appliances,"KitchenAid Blender, Black",58.0,2,0.7,-62.106,11.7,High,3,-107.07931034482758,2011,June,2
CA-2011-140487,2011-06-14,2011-06-20,Standard Class,Sharelle Roach,Home Office,Michigan,United States,US,Central,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",213.0,3,0.0,57.4938,11.48,Medium,6,26.992394366197182,2011,June,2
PL-2011-7410,2011-06-14,2011-06-20,Standard Class,Keith Dawkins,Corporate,Lodz,Poland,EMEA,EMEA,FUR-ELD-10004515,Furniture,Furnishings,"Eldon Door Stop, Black",201.0,4,0.0,38.04,10.2,Medium,6,18.925373134328357,2011,June,2
ES-2011-1418466,2011-06-14,2011-06-18,Second Class,Scot Wooten,Consumer,Bavaria,Germany,EU,Central,OFF-AR-10002094,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",58.0,2,0.0,7.56,9.57,High,4,13.034482758620689,2011,June,2
ID-2011-75232,2011-06-14,2011-06-19,Standard Class,Peter Fuller,Consumer,National Capital,Philippines,APAC,Southeast Asia,TEC-AC-10003889,Technology,Accessories,"Enermax Mouse, USB",111.0,5,0.45,-42.525,8.74,Medium,5,-38.31081081081081,2011,June,2
ID-2011-75232,2011-06-14,2011-06-19,Standard Class,Peter Fuller,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-CH-10000258,Furniture,Chairs,"Office Star Steel Folding Chair, Red",138.0,2,0.25,-34.875,8.36,Medium,5,-25.271739130434785,2011,June,2
ID-2011-75232,2011-06-14,2011-06-19,Standard Class,Peter Fuller,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-PA-10003550,Office Supplies,Paper,"Eaton Cards & Envelopes, Recycled",124.0,5,0.45,-67.7025,6.54,Medium,5,-54.59879032258065,2011,June,2
US-2011-145093,2011-06-14,2011-06-20,Standard Class,Joni Wasserman,Consumer,Francisco Morazán,Honduras,LATAM,Central,FUR-CH-10004467,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",89.0,3,0.4,-14.88,6.07,Medium,6,-16.719101123595507,2011,June,2
NI-2011-1410,2011-06-14,2011-06-18,Standard Class,Erica Hackney,Consumer,Adamawa,Nigeria,Africa,Africa,FUR-DEF-10000065,Furniture,Furnishings,"Deflect-O Frame, Durable",64.0,2,0.7,-62.118,5.64,High,4,-97.059375,2011,June,2
US-2011-141334,2011-06-14,2011-06-16,Second Class,Greg Hansen,Consumer,Colón,Panama,LATAM,Central,OFF-LA-10000598,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",29.0,9,0.4,-0.648,4.47,High,2,-2.2344827586206897,2011,June,2
NI-2011-7530,2011-06-14,2011-06-17,Second Class,Carol Darley,Consumer,Lagos,Nigeria,Africa,Africa,FUR-ELD-10001413,Furniture,Furnishings,"Eldon Light Bulb, Black",45.0,6,0.7,-48.42,4.36,High,3,-107.60000000000001,2011,June,2
ES-2011-1418466,2011-06-14,2011-06-18,Second Class,Scot Wooten,Consumer,Bavaria,Germany,EU,Central,OFF-ST-10002151,Office Supplies,Storage,"Eldon Box, Blue",37.0,4,0.1,6.456,3.4,High,4,17.44864864864865,2011,June,2
ES-2011-1822857,2011-06-14,2011-06-20,Standard Class,Tracy Poddar,Corporate,England,United Kingdom,EU,North,OFF-AR-10001228,Office Supplies,Art,"Stanley Markers, Water Color",51.0,2,0.0,16.74,3.33,Medium,6,32.8235294117647,2011,June,2
SA-2011-9880,2011-06-14,2011-06-21,Standard Class,Erica Hernandez,Home Office,Tabuk,Saudi Arabia,EMEA,EMEA,FUR-ELD-10000963,Furniture,Furnishings,"Eldon Stacking Tray, Durable",29.0,1,0.0,5.97,2.72,Medium,7,20.586206896551722,2011,June,2
CM-2011-4100,2011-06-14,2011-06-17,Second Class,Alyssa Crouse,Corporate,Ouest,Cameroon,Africa,Africa,OFF-CAR-10003703,Office Supplies,Binders,"Cardinal Binder, Durable",15.0,1,0.0,0.75,2.3,High,3,5.0,2011,June,2
NI-2011-1410,2011-06-14,2011-06-18,Standard Class,Erica Hackney,Consumer,Adamawa,Nigeria,Africa,Africa,OFF-ELI-10002337,Office Supplies,Supplies,"Elite Box Cutter, High Speed",10.0,1,0.7,-10.473,2.14,High,4,-104.73000000000002,2011,June,2
US-2011-141334,2011-06-14,2011-06-16,Second Class,Greg Hansen,Consumer,Colón,Panama,LATAM,Central,FUR-FU-10004013,Furniture,Furnishings,"Tenex Stacking Tray, Erganomic",29.0,3,0.4,-18.18,1.54,High,2,-62.689655172413794,2011,June,2
NI-2011-7530,2011-06-14,2011-06-17,Second Class,Carol Darley,Consumer,Lagos,Nigeria,Africa,Africa,OFF-CUI-10004428,Office Supplies,Appliances,"Cuisinart Coffee Grinder, White",11.0,1,0.7,-10.665,1.48,High,3,-96.95454545454545,2011,June,2
PL-2011-7410,2011-06-14,2011-06-20,Standard Class,Keith Dawkins,Corporate,Lodz,Poland,EMEA,EMEA,OFF-KLE-10001794,Office Supplies,Supplies,"Kleencut Box Cutter, High Speed",35.0,1,0.0,0.0,1.28,Medium,6,0.0,2011,June,2
CM-2011-4100,2011-06-14,2011-06-17,Second Class,Alyssa Crouse,Corporate,Ouest,Cameroon,Africa,Africa,OFF-WIL-10003308,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled",12.0,1,0.0,2.76,0.91,High,3,23.0,2011,June,2
ID-2011-75232,2011-06-14,2011-06-19,Standard Class,Peter Fuller,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-SU-10003527,Office Supplies,Supplies,"Elite Ruler, Easy Grip",8.0,1,0.45,-3.249,0.65,Medium,5,-40.612500000000004,2011,June,2
EG-2011-4300,2011-06-14,2011-06-20,Standard Class,Jasper Cacioppo,Consumer,Al Qahirah,Egypt,Africa,Africa,OFF-ACC-10000307,Office Supplies,Binders,"Acco Index Tab, Clear",8.0,1,0.0,3.36,0.57,Low,6,42.0,2011,June,2
NI-2011-7530,2011-06-14,2011-06-17,Second Class,Carol Darley,Consumer,Lagos,Nigeria,Africa,Africa,OFF-SAN-10001326,Office Supplies,Paper,"SanDisk Note Cards, 8.5 x 11",9.0,1,0.7,-13.101,0.57,High,3,-145.56666666666666,2011,June,2
PL-2011-7410,2011-06-14,2011-06-20,Standard Class,Keith Dawkins,Corporate,Lodz,Poland,EMEA,EMEA,OFF-NOV-10003578,Office Supplies,Labels,"Novimex Color Coded Labels, Laser Printer Compatible",12.0,1,0.0,2.97,0.54,Medium,6,24.750000000000004,2011,June,2
NI-2011-1410,2011-06-14,2011-06-18,Standard Class,Erica Hackney,Consumer,Adamawa,Nigeria,Africa,Africa,OFF-CAR-10001746,Office Supplies,Binders,"Cardinal Index Tab, Clear",2.0,1,0.7,-1.884,0.37,High,4,-94.19999999999999,2011,June,2
TU-2011-3440,2011-06-14,2011-06-19,Standard Class,Kristen Hastings,Corporate,Istanbul,Turkey,EMEA,EMEA,OFF-STA-10000054,Office Supplies,Art,"Stanley Pens, Fluorescent",5.0,1,0.6,-5.796,0.36,High,5,-115.92,2011,June,2
IZ-2011-7760,2011-06-14,2011-06-21,Standard Class,Sally Hughsby,Corporate,Baghdad,Iraq,EMEA,EMEA,OFF-AVE-10003465,Office Supplies,Binders,"Avery Binder, Economy",13.0,1,0.0,5.01,0.33,Medium,7,38.53846153846154,2011,June,2
TU-2011-3440,2011-06-14,2011-06-19,Standard Class,Kristen Hastings,Corporate,Istanbul,Turkey,EMEA,EMEA,OFF-ELD-10001037,Office Supplies,Storage,"Eldon Trays, Wire Frame",38.0,2,0.6,-19.788,0.09,High,5,-52.07368421052632,2011,June,2
IN-2011-63577,2011-06-15,2011-06-17,First Class,Greg Hansen,Consumer,Hebei,China,APAC,North Asia,FUR-CH-10001664,Furniture,Chairs,"Novimex Swivel Stool, Black",,8,0.0,285.12,358.85,Critical,2,,2011,June,2
ES-2011-3286627,2011-06-15,2011-06-17,First Class,Natalie Fritzler,Consumer,Halland,Sweden,EU,North,TEC-AC-10003666,Technology,Accessories,"Memorex Router, Bluetooth",739.0,6,0.5,-177.39,192.81,High,2,-24.004059539918806,2011,June,2
US-2011-141215,2011-06-15,2011-06-21,Standard Class,Kelly Lampkin,Corporate,Texas,United States,US,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,798.0,4,0.3,-56.996,60.27,Medium,6,-7.142355889724311,2011,June,2
NI-2011-9380,2011-06-15,2011-06-20,Standard Class,Jay Kimmel,Consumer,Rivers,Nigeria,Africa,Africa,FUR-BUS-10002040,Furniture,Bookcases,"Bush Library with Doors, Mobile",660.0,6,0.7,-836.568,51.61,Medium,5,-126.75272727272726,2011,June,2
MX-2011-159009,2011-06-15,2011-06-19,Standard Class,Ed Jacobs,Consumer,São Paulo,Brazil,LATAM,South,FUR-BO-10004565,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",687.0,7,0.0,171.78,42.26,Medium,4,25.004366812227076,2011,June,2
ES-2011-3286627,2011-06-15,2011-06-17,First Class,Natalie Fritzler,Consumer,Halland,Sweden,EU,North,OFF-ST-10001648,Office Supplies,Storage,"Tenex Shelving, Blue",82.0,3,0.5,-73.8,18.17,High,2,-89.99999999999999,2011,June,2
IR-2011-590,2011-06-15,2011-06-20,Standard Class,Bradley Talbott,Home Office,Khuzestan,Iran,EMEA,EMEA,OFF-FEL-10003848,Office Supplies,Storage,"Fellowes Trays, Industrial",231.0,4,0.0,55.44,17.24,Medium,5,24.0,2011,June,2
ID-2011-85928,2011-06-15,2011-06-21,Standard Class,Todd Sumrall,Corporate,Auckland,New Zealand,APAC,Oceania,OFF-BI-10003452,Office Supplies,Binders,"Acco Binding Machine, Economy",184.0,6,0.4,-88.956,13.36,Medium,6,-48.345652173913045,2011,June,2
ID-2011-85928,2011-06-15,2011-06-21,Standard Class,Todd Sumrall,Corporate,Auckland,New Zealand,APAC,Oceania,OFF-BI-10002533,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",118.0,4,0.4,-74.496,11.65,Medium,6,-63.1322033898305,2011,June,2
US-2011-141215,2011-06-15,2011-06-21,Standard Class,Kelly Lampkin,Corporate,Texas,United States,US,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",100.0,2,0.3,-18.5562,8.69,Medium,6,-18.5562,2011,June,2
TU-2011-280,2011-06-15,2011-06-17,Second Class,Pauline Johnson,Consumer,Kocaeli,Turkey,EMEA,EMEA,OFF-ELI-10001351,Office Supplies,Supplies,"Elite Trimmer, Easy Grip",69.0,4,0.6,-22.536,8.45,High,2,-32.660869565217396,2011,June,2
CA-2011-126963,2011-06-15,2011-06-15,Same Day,Pamela Stobb,Consumer,Texas,United States,US,Central,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,37.0,2,0.2,11.8768,7.37,Medium,0,32.09945945945945,2011,June,2
MX-2011-125920,2011-06-15,2011-06-20,Standard Class,Katherine Murray,Home Office,Pernambuco,Brazil,LATAM,South,OFF-BI-10001324,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",80.0,4,0.0,6.4,6.8,Medium,5,8.0,2011,June,2
RO-2011-7670,2011-06-15,2011-06-18,First Class,Greg Maxwell,Corporate,Iasi,Romania,EMEA,EMEA,OFF-ADV-10001451,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",17.0,1,0.0,2.16,6.42,Critical,3,12.705882352941178,2011,June,2
RW-2011-6600,2011-06-15,2011-06-20,Standard Class,Dennis Pardue,Home Office,Kigali,Rwanda,Africa,Africa,OFF-KLE-10002340,Office Supplies,Supplies,"Kleencut Shears, Easy Grip",97.0,2,0.0,0.0,6.37,Medium,5,0.0,2011,June,2
IN-2011-63577,2011-06-15,2011-06-17,First Class,Greg Hansen,Consumer,Hebei,China,APAC,North Asia,OFF-AR-10002389,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",26.0,2,0.0,4.44,5.95,Critical,2,17.07692307692308,2011,June,2
NI-2011-9290,2011-06-15,2011-06-19,Standard Class,Cindy Chapman,Consumer,Kano,Nigeria,Africa,Africa,FUR-SAF-10004426,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Traditional",51.0,1,0.7,-69.228,5.76,High,4,-135.74117647058824,2011,June,2
TU-2011-280,2011-06-15,2011-06-17,Second Class,Pauline Johnson,Consumer,Kocaeli,Turkey,EMEA,EMEA,OFF-FEL-10001792,Office Supplies,Storage,"Fellowes Folders, Wire Frame",41.0,4,0.6,-34.728,5.37,High,2,-84.70243902439026,2011,June,2
MX-2011-155075,2011-06-15,2011-06-17,Second Class,Larry Tron,Consumer,Las Tunas,Cuba,LATAM,Caribbean,OFF-BI-10004053,Office Supplies,Binders,"Cardinal Binder Covers, Durable",27.0,3,0.0,4.86,4.95,High,2,18.000000000000004,2011,June,2
NI-2011-9290,2011-06-15,2011-06-19,Standard Class,Cindy Chapman,Consumer,Kano,Nigeria,Africa,Africa,FUR-SAU-10004137,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",58.0,1,0.7,-64.236,4.84,High,4,-110.75172413793103,2011,June,2
MX-2011-122434,2011-06-15,2011-06-21,Standard Class,Kelly Collister,Consumer,Distrito Federal,Mexico,LATAM,North,OFF-SU-10003629,Office Supplies,Supplies,"Fiskars Letter Opener, Easy Grip",93.0,5,0.0,17.6,4.8,Medium,6,18.9247311827957,2011,June,2
IT-2011-2911544,2011-06-15,2011-06-21,Standard Class,Scott Williamson,Consumer,Ile-de-France,France,EU,Central,TEC-PH-10003153,Technology,Phones,"Samsung Signal Booster, with Caller ID",348.0,3,0.15,-61.4655,4.61,Medium,6,-17.6625,2011,June,2
AG-2011-4450,2011-06-15,2011-06-15,Same Day,Roland Schwarz,Corporate,Alger,Algeria,Africa,Africa,OFF-NOV-10001568,Office Supplies,Labels,"Novimex Shipping Labels, 5000 Label Set",11.0,1,0.0,4.08,3.8,Critical,0,37.09090909090909,2011,June,2
MX-2011-122434,2011-06-15,2011-06-21,Standard Class,Kelly Collister,Consumer,Distrito Federal,Mexico,LATAM,North,OFF-LA-10003820,Office Supplies,Labels,"Novimex Color Coded Labels, Adjustable",48.0,7,0.0,11.06,3.52,Medium,6,23.041666666666668,2011,June,2
IN-2011-60084,2011-06-15,2011-06-22,Standard Class,Andy Yotov,Corporate,Jilin,China,APAC,North Asia,TEC-AC-10002014,Technology,Accessories,"Belkin Flash Drive, USB",84.0,2,0.0,37.08,3.51,Medium,7,44.14285714285714,2011,June,2
RO-2011-7670,2011-06-15,2011-06-18,First Class,Greg Maxwell,Corporate,Iasi,Romania,EMEA,EMEA,OFF-CAR-10002942,Office Supplies,Binders,"Cardinal 3-Hole Punch, Recycled",29.0,1,0.0,8.43,3.48,Critical,3,29.06896551724138,2011,June,2
ES-2011-3286627,2011-06-15,2011-06-17,First Class,Natalie Fritzler,Consumer,Halland,Sweden,EU,North,OFF-ST-10001358,Office Supplies,Storage,"Rogers Folders, Wire Frame",15.0,1,0.5,-11.61,2.59,High,2,-77.39999999999999,2011,June,2
NI-2011-9290,2011-06-15,2011-06-19,Standard Class,Cindy Chapman,Consumer,Kano,Nigeria,Africa,Africa,OFF-ENE-10003549,Office Supplies,Paper,"Enermax Cards & Envelopes, Recycled",14.0,1,0.7,-31.497,2.01,High,4,-224.97857142857143,2011,June,2
MX-2011-125920,2011-06-15,2011-06-20,Standard Class,Katherine Murray,Home Office,Pernambuco,Brazil,LATAM,South,OFF-LA-10003372,Office Supplies,Labels,"Smead Round Labels, Alphabetical",13.0,3,0.0,3.48,0.96,Medium,5,26.769230769230766,2011,June,2
RO-2011-7670,2011-06-15,2011-06-18,First Class,Greg Maxwell,Corporate,Iasi,Romania,EMEA,EMEA,OFF-HON-10003538,Office Supplies,Labels,"Hon File Folder Labels, 5000 Label Set",9.0,1,0.0,4.5,0.84,Critical,3,50.0,2011,June,2
US-2011-141215,2011-06-15,2011-06-21,Standard Class,Kelly Lampkin,Corporate,Texas,United States,US,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,9.0,3,0.8,-14.5656,0.56,Medium,6,-161.84,2011,June,2
ES-2011-1536399,2011-06-15,2011-06-17,First Class,Theresa Swint,Corporate,Vienna,Austria,EU,Central,OFF-FA-10003139,Office Supplies,Fasteners,"Advantus Push Pins, Assorted Sizes",36.0,3,0.0,7.11,0.47,Medium,2,19.75,2011,June,2
TU-2011-9660,2011-06-15,2011-06-21,Standard Class,Philip Fox,Consumer,Nevsehir,Turkey,EMEA,EMEA,OFF-HAR-10001948,Office Supplies,Labels,"Harbour Creations File Folder Labels, Adjustable",3.0,1,0.6,-3.648,0.26,Medium,6,-121.6,2011,June,2
ES-2011-4240072,2011-06-16,2011-06-17,First Class,Jill Fjeld,Consumer,Lazio,Italy,EU,South,OFF-AP-10001776,Office Supplies,Appliances,"Hamilton Beach Microwave, White",561.0,2,0.0,33.66,156.78,High,1,5.999999999999999,2011,June,2
ES-2011-4351366,2011-06-16,2011-06-20,Standard Class,Rick Huthwaite,Home Office,England,United Kingdom,EU,North,TEC-MA-10002149,Technology,Machines,"Panasonic Receipt Printer, Durable",605.0,5,0.0,266.1,60.1,High,4,43.98347107438017,2011,June,2
US-2011-168256,2011-06-16,2011-06-20,Standard Class,Carlos Soltero,Consumer,Bahia,Brazil,LATAM,South,FUR-CH-10002438,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",369.0,3,0.6,-535.296,51.8,High,4,-145.06666666666666,2011,June,2
ES-2011-4240072,2011-06-16,2011-06-17,First Class,Jill Fjeld,Consumer,Lazio,Italy,EU,South,TEC-CO-10002244,Technology,Copiers,"Sharp Ink, Laser",249.0,2,0.0,39.78,51.71,High,1,15.975903614457831,2011,June,2
CA-2011-136644,2011-06-16,2011-06-22,Standard Class,Sonia Cooley,Consumer,Indiana,United States,US,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",648.0,8,0.0,32.392,39.24,Medium,6,4.998765432098766,2011,June,2
IT-2011-1925845,2011-06-16,2011-06-20,Second Class,Jeremy Ellison,Consumer,England,United Kingdom,EU,North,FUR-FU-10001086,Furniture,Furnishings,"Advantus Frame, Black",156.0,2,0.3,-22.272,29.93,High,4,-14.276923076923076,2011,June,2
US-2011-118899,2011-06-16,2011-06-20,Standard Class,Carlos Soltero,Consumer,Santo Domingo,Dominican Republic,LATAM,Caribbean,FUR-CH-10000892,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",738.0,3,0.2,-166.152,14.6,Medium,4,-22.51382113821138,2011,June,2
MX-2011-108539,2011-06-16,2011-06-19,Second Class,Alan Barnes,Consumer,Guatemala,Guatemala,LATAM,Central,TEC-PH-10002068,Technology,Phones,"Apple Office Telephone, with Caller ID",131.0,3,0.0,30.0,11.1,Medium,3,22.900763358778626,2011,June,2
ES-2011-1586186,2011-06-16,2011-06-19,First Class,Vivek Grady,Corporate,South Denmark,Denmark,EU,North,FUR-CH-10003540,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",87.0,3,0.5,-77.895,7.39,Medium,3,-89.53448275862068,2011,June,2
MX-2011-163706,2011-06-16,2011-06-17,First Class,Victoria Pisteka,Corporate,Tamaulipas,Mexico,LATAM,North,OFF-PA-10003365,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor",93.0,3,0.0,27.0,7.34,Medium,1,29.03225806451613,2011,June,2
ES-2011-4351366,2011-06-16,2011-06-20,Standard Class,Rick Huthwaite,Home Office,England,United Kingdom,EU,North,OFF-BI-10001622,Office Supplies,Binders,"Acco 3-Hole Punch, Durable",63.0,2,0.0,25.92,6.89,High,4,41.142857142857146,2011,June,2
ES-2011-4741318,2011-06-16,2011-06-18,Second Class,Karl Braun,Consumer,England,United Kingdom,EU,North,OFF-ST-10003414,Office Supplies,Storage,"Tenex Shelving, Industrial",99.0,2,0.1,9.912,6.21,Medium,2,10.012121212121212,2011,June,2
IN-2011-53217,2011-06-16,2011-06-21,Second Class,James Galang,Consumer,Chongqing,China,APAC,North Asia,OFF-FA-10003782,Office Supplies,Fasteners,"Advantus Paper Clips, Bulk Pack",42.0,3,0.0,7.56,5.16,Medium,5,18.0,2011,June,2
IN-2011-53217,2011-06-16,2011-06-21,Second Class,James Galang,Consumer,Chongqing,China,APAC,North Asia,OFF-SU-10003651,Office Supplies,Supplies,"Elite Ruler, Serrated",53.0,5,0.0,5.7,4.49,Medium,5,10.754716981132075,2011,June,2
CA-2011-113929,2011-06-16,2011-06-21,Standard Class,Chloris Kastensmidt,Consumer,New York,United States,US,East,OFF-EN-10003286,Office Supplies,Envelopes,Staples,41.0,5,0.0,19.458,3.88,Medium,5,47.45853658536585,2011,June,2
CA-2011-113929,2011-06-16,2011-06-21,Standard Class,Chloris Kastensmidt,Consumer,New York,United States,US,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,40.0,3,0.2,14.3376,2.68,Medium,5,35.844,2011,June,2
CA-2011-113929,2011-06-16,2011-06-21,Standard Class,Chloris Kastensmidt,Consumer,New York,United States,US,East,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,35.0,4,0.0,10.5,1.72,Medium,5,30.0,2011,June,2
IN-2011-19351,2011-06-17,2011-06-19,First Class,Bart Watters,Corporate,Beijing,China,APAC,North Asia,FUR-TA-10001889,Furniture,Tables,"Bevis Conference Table, Fully Assembled",,5,0.3,-740.295,449.18,High,2,,2011,June,2
CA-2011-144414,2011-06-17,2011-06-21,Standard Class,Gary Hwang,Consumer,Washington,United States,US,West,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,,3,0.2,1061.5722,193.2,Medium,4,,2011,June,2
MX-2011-145884,2011-06-17,2011-06-19,Second Class,Sean O'Donnell,Consumer,Nuevo León,Mexico,LATAM,North,FUR-TA-10003785,Furniture,Tables,"Hon Round Table, Adjustable Height",829.0,3,0.2,113.94,134.34,Critical,2,13.744270205066345,2011,June,2
MX-2011-145884,2011-06-17,2011-06-19,Second Class,Sean O'Donnell,Consumer,Nuevo León,Mexico,LATAM,North,TEC-CO-10003964,Technology,Copiers,"Canon Fax Machine, High-Speed",421.0,2,0.002,58.23576,84.63,Critical,2,13.832722090261282,2011,June,2
MX-2011-128825,2011-06-17,2011-06-22,Standard Class,Caroline Jumper,Consumer,Sonora,Mexico,LATAM,North,OFF-ST-10002902,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",413.0,3,0.0,181.62,71.24,High,5,43.97578692493947,2011,June,2
MX-2011-128825,2011-06-17,2011-06-22,Standard Class,Caroline Jumper,Consumer,Sonora,Mexico,LATAM,North,OFF-AP-10004453,Office Supplies,Appliances,"Hoover Toaster, White",327.0,6,0.0,42.48,58.9,High,5,12.990825688073393,2011,June,2
MX-2011-115490,2011-06-17,2011-06-22,Second Class,Kean Nguyen,Corporate,Las Tunas,Cuba,LATAM,Caribbean,FUR-CH-10003354,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",961.0,8,0.0,278.56,58.76,Medium,5,28.986472424557753,2011,June,2
IT-2011-5810579,2011-06-17,2011-06-21,Standard Class,Jack Garza,Consumer,Västra Götaland,Sweden,EU,North,FUR-CH-10000546,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",714.0,3,0.5,-142.83,54.1,Medium,4,-20.00420168067227,2011,June,2
MX-2011-150588,2011-06-17,2011-06-20,First Class,Ken Black,Corporate,Coahuila,Mexico,LATAM,North,TEC-PH-10003980,Technology,Phones,"Apple Signal Booster, VoIP",273.0,3,0.0,24.6,35.78,High,3,9.010989010989011,2011,June,2
MX-2011-145884,2011-06-17,2011-06-19,Second Class,Sean O'Donnell,Consumer,Nuevo León,Mexico,LATAM,North,TEC-AC-10002170,Technology,Accessories,"Enermax Numeric Keypad, USB",184.0,5,0.0,33.0,34.02,Critical,2,17.934782608695652,2011,June,2
IT-2011-4320455,2011-06-17,2011-06-24,Standard Class,Aaron Hawkins,Corporate,Ile-de-France,France,EU,Central,TEC-MA-10004669,Technology,Machines,"Epson Inkjet, Wireless",524.0,2,0.15,-24.666,28.61,Medium,7,-4.707251908396946,2011,June,2
ES-2011-5952460,2011-06-17,2011-06-19,First Class,Janet Molinari,Corporate,Aquitaine,France,EU,Central,OFF-BI-10000346,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",90.0,3,0.0,35.82,22.15,Critical,2,39.800000000000004,2011,June,2
MX-2011-109239,2011-06-17,2011-06-21,Standard Class,Kean Takahito,Consumer,Pernambuco,Brazil,LATAM,South,FUR-BO-10002008,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",164.0,2,0.0,27.84,21.33,High,4,16.975609756097562,2011,June,2
MX-2011-143364,2011-06-17,2011-06-22,Standard Class,Steven Ward,Corporate,Guantánamo,Cuba,LATAM,Caribbean,OFF-BI-10004632,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",132.0,7,0.0,10.5,18.74,High,5,7.954545454545454,2011,June,2
